,LONGITUDE,LATITUDE,NUMBER_OF_PERSONS_INJURED
380634,-74.2180134,40.5322362,2
967603,-73.9955923,40.6002316,1
886101,-73.9634016,40.7659113,0
480182,-73.8502764,40.7296632,0
59033,-73.9476658,40.7287578,0
270838,-73.8891053,40.8213594,1
433825,-73.9857652,40.7177239,0
899406,-74.0089265,40.7311545,0
123506,-73.9936153,40.7130914,0
45859,-73.8594905,40.7403574,0
288620,-73.8386356,40.6541552,1
688488,-73.9288573,40.6374565,4
651180,-73.9443882,40.7004248,0
682340,-73.842173,40.6853545,0
903485,-73.767099,40.769066,0
519564,-73.9907554,40.7348379,0
499458,-73.8766313,40.7713071,1
914412,-73.9669961,40.7609059,0
768073,-73.9470722,40.6767222,0
391509,-73.9091188,40.6407693,0
855061,-73.7529075,40.6931244,0
319455,-73.7738282,40.6596509,1
732768,-73.8288643,40.6938306,1
376881,-73.8491134,40.6626582,0
380409,-73.9408681,40.720888,1
786796,-73.7857799,40.7741498,0
63712,-73.8872451,40.82102,0
523392,-73.8551368,40.8224361,1
331683,-73.919919,40.7418123,2
83539,-73.9488916,40.7111671,2
773296,-73.8930715,40.8713965,1
625901,-73.957019,40.6989727,0
15275,-73.95383,40.590187,0
603953,-73.7957502,40.6723454,0
349896,-73.8366945,40.7816495,0
212464,-73.8955418,40.6706265,0
457402,-73.8592776,40.7317743,0
42119,-73.90189,40.65792,0
31052,-73.87329,40.83801,0
531599,-73.9080899,40.6761899,2
872608,-73.9125045,40.724257,0
642396,-73.9373353,40.7104533,0
448006,-73.8363365,40.7862848,0
709576,-73.9148358,40.7434555,0
855507,-74.0003682,40.6860803,0
363974,-74.0011515,40.762025,0
519778,-73.79147,40.5931256,0
933599,-73.8831904,40.8832851,0
698046,-73.7729608,40.6847008,0
821407,-73.9487173,40.590748,0
340493,-73.9676868,40.6094167,0
541277,-73.8095261,40.6897885,0
407871,-73.9910897,40.6635893,1
50785,-73.8675379,40.8328178,0
347374,-73.9376437,40.7889072,2
818912,-73.7277536,40.6814763,0
987191,-74.0316385,40.6220485,0
877637,-73.9537478,40.766852,0
950634,-73.9263299,40.7140452,0
587093,-73.9680438,40.578439,1
881815,-74.1128214,40.6111233,0
810907,-73.9424538,40.8272062,1
284869,-73.9813092,40.7207095,1
439063,-73.7823167,40.7893858,0
272165,-73.8705687,40.8764729,0
31042,-73.83396,40.772697,1
4021,-73.939316,40.723347,2
691004,-73.8583813,40.8139974,0
713529,-73.8305528,40.7545445,0
372633,-73.9903419,40.7249321,0
471502,-73.9890305,40.6921238,0
780260,-73.9198376,40.7374646,1
932582,-73.8081393,40.697797,0
498028,-73.9638616,40.8029708,0
73895,-73.9222182,40.8341632,0
917104,-73.9825546,40.7313511,1
341258,-73.7562568,40.7584296,2
234867,-73.8521561,40.8744336,0
810404,-73.8739019,40.835122,3
864704,-73.9288402,40.5848883,0
417243,-73.9324615,40.618602,0
6814,-73.95564,40.640503,0
388538,-74.0071393,40.7538318,0
717595,-73.8224365,40.7337407,0
373428,-73.7267962,40.7408436,0
291069,-73.7432726,40.7525634,0
6949,-73.96868,40.76734,1
34282,-73.951645,40.74893,0
318125,-73.9327621,40.8565035,0
438900,-73.7939596,40.7058257,0
94869,-73.9100244,40.6826581,1
796063,-73.982275,40.7515772,1
27075,-73.84204,40.6679,1
675658,-73.971314,40.7927515,0
31978,-73.96591,40.60009,1
484439,-73.8758408,40.728969,0
363403,-73.9490277,40.7686435,4
890842,-73.9184596,40.8255779,1
318039,-74.0169903,40.6305464,0
742230,-73.7630014,40.602691,2
335427,-73.7805259,40.7798682,0
934018,-73.9541782,40.7814295,1
518041,-73.9754675,40.6744673,1
106981,-73.9987944,40.7601531,0
302698,-73.8747805,40.6691867,1
420431,-73.7537536,40.6007117,1
105029,-73.9112306,40.6730798,0
755900,-73.9574045,40.6091307,0
17054,-73.938126,40.75703,1
595867,-73.9948239,40.7576718,0
904093,-73.9534861,40.6038894,0
585286,-73.9453727,40.6387858,0
503032,-73.9164853,40.6165521,0
16233,-74.00597,40.745228,0
288623,-73.8203916,40.8695913,0
40950,-73.77986,40.77574,2
496048,-73.9090397,40.8626793,0
961231,-73.8867266,40.8229468,0
344355,-73.7897157,40.7884932,0
211387,-73.7611864,40.7134368,0
751034,-73.9730687,40.7584318,0
419991,-73.9170643,40.8636899,0
471934,-74.0011362,40.7101767,0
430915,-73.783865,40.7734518,0
782255,-73.9544353,40.7130278,0
799084,-73.7598374,40.6933861,1
847173,-73.7703999,40.7446461,0
228295,-73.9209451,40.6768884,0
26397,-73.817375,40.76767,0
931948,-73.9062355,40.8156629,0
804070,-74.1201957,40.610216,0
637129,-73.9791136,40.63544,0
584176,-73.9686351,40.6071059,0
680864,-73.8792541,40.8344254,0
873802,-73.8078122,40.687146,2
903542,-73.9709932,40.7583736,0
464732,-73.9190322,40.8330878,0
348516,-73.8469167,40.6859236,3
33219,-73.902725,40.85185,0
23824,-74.030945,40.60567,0
523255,-73.9651886,40.6897833,1
491596,-73.8391213,40.8726815,0
472434,-73.8509566,40.7506696,0
107265,-73.951332,40.7084262,0
751060,-73.7895391,40.7008222,0
801854,-73.8386417,40.7216437,0
956106,-73.7770161,40.7583179,1
358748,-73.9806727,40.7509045,0
322293,-73.9441326,40.7817643,2
321136,-74.0132872,40.6146686,1
295236,-73.8834242,40.875743,0
683768,-73.7752449,40.7376821,0
690026,-73.7738282,40.6596509,1
336825,-73.9127392,40.8618642,0
716130,-73.9468749,40.6527959,0
768369,-73.7626808,40.7668584,0
602028,-73.7597579,40.7024547,0
577017,-73.9283482,40.6686479,1
901862,-73.9601105,40.7563684,1
926362,-73.8800407,40.8952213,2
398986,-73.8142714,40.7387357,0
262875,-73.9459843,40.8404983,0
586379,-73.842662,40.6935731,0
643224,-73.9901807,40.619132,3
86243,-73.92798,40.744236,2
950957,-73.8870292,40.8837741,0
80814,-73.9367194,40.8082207,0
513889,-73.9449951,40.8084473,0
16142,-73.87515,40.831764,0
34266,-73.81272,40.728077,0
415609,-73.9158069,40.7574737,0
362707,-73.9665842,40.7615508,1
672962,-73.9591486,40.8018439,1
270211,-74.0367263,40.6312008,0
442312,-73.9058416,40.8310577,0
746529,-73.8947275,40.7457072,0
704744,-73.9078565,40.6781165,1
820784,-73.8215219,40.6926172,0
88852,-73.9731055,40.5830596,0
822091,-73.9960409,40.6867527,1
592559,-74.0360711,40.6255989,0
385850,-73.9229056,40.7555052,1
766434,-73.98231,40.6469275,2
57989,-73.896576,40.7476236,0
283720,-73.9856923,40.6201306,1
776592,-73.9277833,40.8341696,1
752563,-73.8277307,40.6651545,5
291446,-73.8090389,40.7199104,1
940929,-73.9606815,40.5915981,1
536677,-73.982275,40.7515772,0
891437,-73.9700881,40.6437465,0
607906,-73.9220058,40.654629,1
353960,-73.9532241,40.7639012,1
609226,-73.9993192,40.6246549,0
3710,-73.8893,40.69855,0
891157,-73.9978061,40.736035,0
399020,-73.9192912,40.8042575,0
826788,-73.8218926,40.6888383,1
239066,-73.95092,40.665399,0
32811,-73.86819,40.822945,0
223249,-73.9143736,40.8279409,1
911535,-73.8350851,40.7473799,1
430023,-73.9204622,40.830915,0
488438,-74.0006314,40.7272875,0
850008,-73.9996397,40.6450432,1
556488,-73.9822173,40.7647355,1
35465,-73.93677,40.691555,8
300606,-73.981561,40.6840532,0
626415,-74.0689249,40.5972302,1
505762,-73.7676657,40.7770983,0
511721,-73.9414621,40.6771998,1
757464,-73.7550098,40.7166763,1
736908,-73.9536372,40.7441117,0
270950,-73.8981996,40.6770654,0
684801,-73.830215,40.5825862,1
761247,-73.8955183,40.8998939,2
802140,-73.8030841,40.7280276,2
256976,-73.9699214,40.6138996,1
932912,-73.7529121,40.6646198,0
580603,-73.9637037,40.59587,1
178082,-73.88468,40.855385,0
303113,-73.912517,40.6652088,0
738988,-73.9588098,40.7599125,0
43754,-74.0032581,40.6554294,0
530257,-73.9270907,40.6483605,1
686011,-73.8162689,40.7864769,0
772158,-73.8735956,40.839799,0
62361,-73.9566697,40.742488,1
34148,-73.8148,40.776997,0
282001,-73.8953797,40.8429388,2
823876,-73.9772278,40.7955388,0
594460,-73.9444758,40.6861713,3
948930,-73.9497508,40.5906331,0
840348,-73.9276263,40.745973,0
862495,-73.9181109,40.8300048,1
791266,-73.9500574,40.767373,3
805550,-73.9659765,40.5874332,1
5174,-73.74713,40.59616,0
447444,-73.836024,40.7635881,0
640250,-73.9820935,40.768891,2
772407,-74.0096651,40.6492697,1
696002,-74.0032979,40.7317422,0
389809,-73.8188947,40.7071571,0
494688,-73.8356768,40.7448492,2
486051,-74.0253457,40.6228597,0
694794,-73.9754756,40.7895823,1
571607,-73.991276,40.7277455,0
8129,-73.87515,40.831764,0
57006,-73.9442245,40.7839338,1
290358,-73.9381937,40.7921868,0
938925,-73.7453031,40.6891032,0
902446,-73.8549679,40.7838697,1
473811,-74.0058422,40.6560853,0
345658,-73.829653,40.7055437,2
571738,-73.9857652,40.7177239,1
748166,-73.8398526,40.728178,3
579710,-73.9953279,40.7250834,0
449184,-74.0301743,40.6183407,1
239128,-73.8806133,40.6791098,0
894015,-73.9337044,40.8541683,7
886407,-73.8312982,40.8891934,0
869699,-73.9437654,40.604961,0
85563,-73.9068522,40.8112087,0
704538,-73.8632602,40.7286583,0
525037,-73.9896238,40.7025238,0
496321,-73.9042694,40.6353115,0
580269,-73.9324473,40.6006071,0
540594,-74.0242362,40.6328593,0
270826,-73.856292,40.7459308,3
849654,-73.8941993,40.8874841,0
65280,-73.8651764,40.8872288,1
12848,-73.94415,40.678238,1
41716,-73.97367,40.59392,0
36134,-73.84686,40.78168,5
268045,-73.9023571,40.8686957,0
723630,-73.9830501,40.6983784,1
507771,-73.7569053,40.7620943,0
715917,-73.9899844,40.679314,0
230673,-73.7149687,40.7266465,6
871993,-73.9194119,40.6657792,3
528647,-73.9199387,40.6263068,1
964980,-73.9367478,40.6681286,0
452925,-73.9886394,40.7229337,0
984322,-73.8000534,40.7051887,0
807961,-73.9983142,40.7608228,0
3827,-73.94898,40.768875,0
54805,-73.9899639,40.7671875,1
417863,-73.7792633,40.7577266,0
342183,-73.9597766,40.766868,0
14633,-74.08175,40.61731,1
776498,-73.8873109,40.6541418,2
465719,-74.1459041,40.5424295,0
64991,-74.1843505,40.5484897,0
426966,-73.9367868,40.8248126,0
646741,-73.8502387,40.6621777,5
91685,-73.8346721,40.8413911,0
590284,-73.9808413,40.6966659,0
926760,-73.7703096,40.6577857,0
104190,-73.8906752,40.820189,2
54973,-73.9730158,40.7642781,0
743957,-73.9654346,40.7717829,0
829664,-73.8446402,40.6802965,1
465036,-73.7808366,40.6672125,0
389631,-73.9050073,40.9041401,1
701163,-73.9041437,40.6551452,0
612604,-73.9996789,40.7284238,0
372965,-73.9954652,40.7216195,0
392731,-73.8705687,40.8764729,4
14208,-73.98348,40.67678,1
313347,-73.864675,40.8916801,1
491360,-73.7383607,40.755566,0
815823,-73.9811779,40.6105232,0
602453,-73.8491262,40.7277184,1
278923,-73.810241,40.6911271,0
296484,-73.8188372,40.7503519,0
847823,-73.8921278,40.878057,1
297191,-73.9963521,40.7322527,0
469206,-73.9462505,40.7032089,0
904636,-73.7392046,40.693053,0
472749,-73.7953406,40.6662206,0
970808,-73.8529246,40.9046015,0
826893,-73.8354172,40.699456,0
347231,-73.8399571,40.8349018,1
442014,-73.740563,40.6367879,1
795792,-74.0260622,40.6165495,0
874414,-73.830499,40.7170219,1
407583,-73.8556852,40.6862067,0
914476,-73.9606889,40.8175113,0
430301,-74.017693,40.6173249,0
77279,-73.8906895,40.7587426,1
896921,-73.9248479,40.8414961,1
844415,-73.9939279,40.6470687,2
818636,-73.9676001,40.5803795,1
507262,-73.9538538,40.6970996,2
916761,-74.0866245,40.5898402,1
285232,-73.8931829,40.8177952,2
357100,-74.20311,40.5442831,1
943760,-73.9945485,40.7707422,0
519110,-73.8229901,40.699207,0
104445,-73.7017584,40.7382975,0
984652,-74.0004462,40.6862336,2
629902,-73.9173068,40.6687091,3
680407,-73.9577094,40.7305899,2
258491,-73.9465215,40.7070105,0
816115,-73.9369799,40.7086772,1
687985,-73.8960361,40.8692309,0
440584,-73.7540678,40.599502,1
543018,-73.8215219,40.6926172,1
697279,-73.8996833,40.7400796,0
19250,-73.948814,40.752216,0
745248,-73.8690193,40.6824129,0
864867,-73.9993335,40.6916827,1
635161,-73.9207688,40.7676492,2
224231,-73.8726969,40.8265388,1
995328,-73.9119503,40.7067834,0
551023,-73.8415623,40.7011005,0
228535,-73.9991446,40.754584,0
959136,-73.9721609,40.633111,0
701925,-73.7825671,40.705426,0
415601,-73.8478707,40.6707792,0
61557,-73.9205374,40.8072336,1
31555,-73.77134,40.764263,1
104862,-73.9376959,40.7452378,2
66181,-73.7629381,40.6692192,0
70197,-73.933575,40.8027515,0
1006020,-73.8443632,40.7404542,1
923673,-73.8351803,40.6654423,1
687495,-73.7567868,40.7621739,0
73384,-73.9592525,40.7089041,0
1001386,-74.0176144,40.6358082,1
36392,-73.9166,40.830837,0
322075,-73.9398064,40.7260613,0
950257,-74.1501612,40.5507682,1
717420,-74.1947938,40.5438968,0
616816,-73.9499135,40.6760949,0
685483,-73.967016,40.7935573,0
773841,-73.9132226,40.8016648,0
490897,-73.9756966,40.7284761,0
334537,-73.9806751,40.7799246,0
341031,-73.8946409,40.8439042,2
822971,-73.8715829,40.8522843,0
13192,-73.92493,40.627983,0
2769,-73.77887,40.7728,0
356857,-74.117014,40.5782082,0
670400,-73.8760673,40.7565375,0
320051,-74.2054595,40.5255456,0
732833,-73.9002951,40.6572088,0
255192,-73.8463681,40.7737964,0
528039,-73.8380262,40.7745096,0
433245,-73.9026466,40.8388747,2
577931,-73.9245129,40.73225,0
814614,-73.7843524,40.774581,0
932152,-73.9774553,40.6808521,0
97174,-73.8643138,40.8189999,0
301630,-73.9069853,40.8503814,6
92725,-73.9454127,40.6604367,1
24523,-74.112915,40.6127,0
250385,-73.9053387,40.6485615,1
329927,-73.996771,40.725432,2
658191,-74.0133505,40.7152345,1
363783,-73.9748888,40.7559235,0
234071,-73.7611083,40.6647881,0
752657,-73.8457263,40.7412355,0
10326,-73.98402,40.729378,0
692429,-73.9375408,40.7887968,0
570259,-73.9519213,40.7014877,1
639638,-73.9974189,40.5946211,1
544799,-74.0062928,40.733743,0
714016,-74.0038419,40.6548612,3
468559,-73.9120558,40.8236601,0
711852,-73.9276086,40.8744985,1
362868,-74.0038575,40.7387523,0
405916,-73.9356361,40.7368761,1
62722,-73.8978238,40.6082553,2
1000564,-73.9395971,40.7062111,0
674757,-73.9948089,40.7184575,0
450268,-73.9727855,40.682852,1
74297,-73.740268,40.6801934,0
849565,-73.7616528,40.7111321,1
873331,-73.8340315,40.7664453,0
566954,-73.9522793,40.6397496,0
803258,-73.9135549,40.821169,1
836621,-73.8158155,40.8847704,0
285180,-73.9441507,40.6781564,5
77640,-73.7810596,40.6988,0
494374,-74.1974036,40.5479849,0
1992,-73.984406,40.60756,0
703222,-73.949118,40.6130524,0
712625,-73.9293744,40.7276628,2
969453,-73.8411794,40.8285193,0
44914,-73.9679705,40.5886305,1
832773,-73.729489,40.7621315,0
591350,-73.8219924,40.6973692,0
776222,-73.8720421,40.8550727,0
841477,-73.9107412,40.6696841,0
329891,-73.8516353,40.6719314,0
539159,-73.99527,40.7272105,1
37831,-74.02064,40.642174,1
972330,-73.8189131,40.6958547,0
332710,-73.876144,40.874503,0
358988,-73.9471233,40.7759287,0
820005,-74.1014938,40.5893449,1
42549,-73.8005695,40.6881994,2
898600,-73.8506273,40.707298,2
603345,-73.8898042,40.8683687,0
961406,-73.9096977,40.6656265,0
273746,-73.806299,40.6807901,2
56253,-73.8583814,40.6747231,0
90511,-73.9335426,40.6904281,0
254848,-73.7354052,40.7416909,1
968298,-73.9871351,40.7224697,1
76576,-73.9225385,40.7080591,0
469506,-73.9706776,40.8056191,0
27923,-73.95677,40.61837,1
93308,-73.934544,40.621757,1
298281,-73.8167417,40.8819983,0
412252,-74.0778017,40.5792516,0
606053,-73.7627216,40.6665495,1
258759,-73.8977031,40.8456416,0
323583,-73.8448103,40.7853688,1
319232,-73.904135,40.7669981,0
94849,-73.8057961,40.7235034,0
596336,-73.9634563,40.6003631,0
728797,-73.8014174,40.6940665,0
507441,-73.8578733,40.8911422,0
776699,-73.9501591,40.6562613,1
416012,-74.0623951,40.5958505,0
441004,-73.7540462,40.7138774,0
700276,-73.780916,40.7663985,0
380738,-73.944358,40.7797618,1
38521,-73.924934,40.773487,0
663680,-73.8108631,40.6860237,1
34725,-73.88114,40.685062,2
560956,-73.9878392,40.6598177,0
559279,-73.9845292,40.6960346,0
258622,-73.938118,40.7570322,1
832715,-73.9436089,40.7831836,1
310785,-73.9652409,40.6517407,0
519031,-73.7972118,40.6919621,0
722988,-73.9670136,40.7491758,0
40006,-73.866486,40.73821,0
424179,-73.7825007,40.6694198,2
972981,-73.8885098,40.9009283,0
21135,-73.9229,40.655422,2
729550,-74.0149787,40.6406258,2
248927,-73.8445745,40.7080073,0
750253,-73.809689,40.7057457,2
757205,-73.9035714,40.7518401,0
544301,-73.9341848,40.8624983,0
932806,-73.8859004,40.6305808,0
459975,-73.8489908,40.7237795,1
857070,-73.9012173,40.6404609,2
334365,-73.9787596,40.6837645,0
414969,-74.1142454,40.5759438,0
923649,-73.8577024,40.8527163,1
868114,-73.8315084,40.7141217,0
875629,-73.8467761,40.7832196,0
513296,-73.9338885,40.6689504,0
564364,-73.8453979,40.7547026,0
528389,-73.846145,40.8687936,0
785615,-73.916906,40.8283901,0
1185,-73.81035,40.749336,1
996570,-74.0041684,40.7476892,0
258818,-73.7698688,40.6643723,0
6586,-73.91658,40.822826,2
67674,-73.9325061,40.6278822,0
110738,-73.9997298,40.6277016,1
23110,-74.115555,40.605396,1
785506,-73.7272328,40.7006285,1
386802,-74.2109969,40.5294551,1
998814,-73.871598,40.8786453,2
957399,-73.9104149,40.6684158,0
882448,-73.9386241,40.6778626,1
227394,-73.9579956,40.6943646,1
479641,-73.9784531,40.6167067,3
83169,-73.7403597,40.6362549,0
104196,-73.9298861,40.6870993,0
346563,-73.9462239,40.7188615,0
374220,-73.9447576,40.7197624,2
390949,-73.8583693,40.7381135,0
1005245,-73.8504783,40.6814845,3
620377,-73.8216397,40.6148713,1
578818,-73.9219163,40.6449096,0
769029,-73.9010787,40.8627551,1
482408,-73.8542983,40.8984496,0
538908,-73.8012318,40.6706904,3
92970,-73.7587979,40.7504834,0
997037,-73.9787516,40.7199351,0
434185,-73.9885921,40.7460363,0
28038,-73.921326,40.75476,0
13789,-73.75383,40.715084,1
874669,-73.8051454,40.5882145,3
411108,-74.0010673,40.6884134,0
363612,-73.9197648,40.8788013,0
237834,-73.8651481,40.7026681,1
919645,-73.8903407,40.7732373,0
394017,-73.9982859,40.7404705,0
240676,-73.9312429,40.7943133,0
480712,-73.9496815,40.8020241,1
1007077,-73.8523438,40.7534092,0
513821,-73.9359247,40.676895,0
358291,-73.9730274,40.74445,0
582394,-73.8258822,40.6651524,0
253968,-73.9743453,40.8007798,0
12520,-73.91024,40.651012,1
995350,-73.9236906,40.6878117,1
506543,-73.8059498,40.6830976,4
437189,-73.8072732,40.685807,0
273237,-73.8222478,40.6649593,1
488431,-73.8766313,40.7713071,1
928,-73.9943,40.698536,0
558002,-73.7702044,40.7448949,2
773826,-73.9846999,40.6751743,0
760019,-73.9649896,40.7666089,2
546221,-73.8242222,40.7849981,1
443757,-73.9417247,40.6200234,1
254160,-74.1812842,40.5469574,0
287941,-74.032876,40.633428,1
575505,-74.0166242,40.7081334,1
381271,-73.9579029,40.7611802,0
878076,-74.0007036,40.7332409,0
717664,-73.9287461,40.8327155,0
516550,-73.7869812,40.6751209,2
292153,-73.9073648,40.7569869,0
806802,-73.8430636,40.6991455,0
288854,-73.8410666,40.7091579,1
584213,-73.9032704,40.6707925,0
931571,-73.9390337,40.7228578,0
523558,-73.9531035,40.6717897,0
30556,-74.12613,40.601673,0
820654,-73.9103026,40.8054914,1
385705,-74.0016634,40.7323186,2
489747,-73.7872073,40.7387149,0
438628,-73.9438505,40.7802896,0
415034,-73.9035646,40.6568273,0
844390,-73.9078755,40.5965113,1
2667,-73.91388,40.615433,0
408357,-73.9045757,40.7379061,0
368319,-73.9298948,40.6960033,0
565468,-73.8937121,40.5837275,1
768721,-73.8346499,40.6671159,4
763468,-73.9472285,40.6750535,1
802961,-73.7468757,40.7497798,0
4465,-74.02666,40.61651,3
939421,-74.1675905,40.5889546,0
278991,-74.1154236,40.5786298,0
367594,-73.9689773,40.7542505,3
29458,-73.85051,40.850693,0
500278,-73.9160706,40.7699045,3
546180,-73.9827104,40.7567703,0
5186,-73.80905,40.676025,0
378450,-73.9539577,40.7295015,1
919620,-73.9189169,40.8179808,1
489296,-73.8133341,40.6972045,0
714258,-74.0958285,40.6107448,0
79173,-74.0019852,40.7557807,0
500534,-73.8059164,40.8122714,0
922598,-74.1554375,40.6084351,1
410868,-73.8923039,40.6871709,2
380608,-73.9953068,40.6661587,0
870689,-73.7759141,40.767228,1
1490,-74.05198,40.604153,0
85874,-73.7577058,40.6021968,0
47129,-73.9598601,40.6881484,1
458114,-73.8348331,40.6921293,3
8003,-74.0024,40.618244,1
233037,-73.9152425,40.8832967,0
692483,-73.8855916,40.738325,0
15709,-73.85915,40.703484,1
354482,-73.921395,40.7600989,1
45252,-73.7867708,40.7499759,0
411203,-73.999062,40.7200441,1
408893,-74.0067663,40.7056229,0
655212,-73.8181735,40.8778476,1
455984,-73.9878595,40.6865024,0
254229,-73.9873883,40.5851593,3
800006,-73.989127,40.7413566,3
20387,-73.98047,40.68122,0
215671,-73.9675809,40.7978667,0
30148,-73.952515,40.73036,0
962952,-73.9939473,40.7515235,0
934211,-73.9132844,40.8596195,0
288898,-73.9278192,40.697819,1
896987,-73.8833146,40.6919146,0
529787,-74.0987363,40.5944884,2
364704,-73.8667311,40.6528929,0
6397,-73.952934,40.6972,1
476549,-73.958978,40.6449672,0
531563,-73.8280564,40.7470339,0
250080,-73.9074026,40.8362327,1
405457,-73.9657832,40.6483757,0
281338,-73.7537521,40.6928902,1
680068,-73.9176827,40.8402259,1
12630,-74.15393,40.559383,0
386169,-73.9280128,40.6722104,0
440067,-73.841197,40.6833523,0
226667,-73.8293354,40.761981,0
583224,-73.9360648,40.7000115,1
979066,-73.9888461,40.6950223,0
692333,-73.9493331,40.7851932,0
65145,-73.9165445,40.6758395,1
638141,-73.9858793,40.7408539,1
288160,-73.8974505,40.6184698,0
42237,-73.7492501,40.7029291,1
341589,-73.9189984,40.6263638,3
508339,-73.9224672,40.6701181,0
707898,-73.8162064,40.6966162,0
968039,-73.9942915,40.7093641,1
752043,-73.8501636,40.8343556,0
769882,-74.101737,40.5599067,0
982816,-73.8607772,40.7634913,3
454931,-73.8901867,40.9000376,1
970059,-73.9216458,40.6788706,0
285066,-73.9381878,40.5962324,0
216358,-73.9856988,40.673975,2
950372,-73.923706,40.8382017,0
534034,-73.975031,40.6750958,1
623467,-73.9403276,40.6798891,0
302856,-73.9245912,40.6790318,0
480699,-73.9483121,40.5886288,0
855677,-74.0026387,40.7601586,1
925328,-73.9472651,40.7564741,0
103930,-73.9562388,40.6184269,1
805465,-74.0005303,40.7184302,0
3969,-73.819595,40.679005,0
988140,-73.757631,40.6664524,0
336425,-73.9661497,40.5866702,0
501657,-73.9052564,40.7680402,1
913486,-73.8394775,40.7026895,1
41388,-73.86084,40.73091,1
493892,-73.9580518,40.6279712,0
955234,-73.8394775,40.7026895,0
624569,-73.9118331,40.8035576,0
833654,-73.9110128,40.8606003,5
530337,-73.9410413,40.7126648,1
337989,-73.9903419,40.7249321,0
523288,-73.8982816,40.6068677,1
921764,-73.7271165,40.6817137,0
53852,-73.9295994,40.6444315,2
266245,-74.1349553,40.5779525,2
927345,-73.7083194,40.7373344,0
72942,-73.7884413,40.7296705,1
620254,-73.8900141,40.8205427,0
369831,-73.8166124,40.7031657,0
247639,-73.9711391,40.7446695,0
41994,-73.9214796,40.7434822,0
951326,-73.744218,40.658974,0
855231,-74.1142983,40.5626754,4
336529,-73.8140362,40.7388442,0
733059,-73.9536048,40.7077437,4
258617,-73.9347786,40.7355527,0
338408,-73.7926833,40.7671496,2
262946,-73.9895054,40.767816,0
707690,-73.8939492,40.6339328,1
532071,-74.0412657,40.6275649,0
579967,-73.7581039,40.7120058,3
381760,-73.9427678,40.605073,1
445326,-74.1458948,40.5513611,0
793958,-73.7367609,40.755749,0
728700,-73.8275149,40.7624202,0
897607,-73.7396745,40.7492487,0
343740,-74.002601,40.7199041,1
429209,-73.7988745,40.6894673,0
942065,-73.8239006,40.7682198,0
628726,-73.9672737,40.6072565,0
473919,-73.85104,40.8319276,0
544883,-73.9417407,40.7461402,1
12613,-74.00417,40.74769,2
216651,-73.9981083,40.7087666,1
575627,-73.9339535,40.5996336,0
543036,-73.9891681,40.688616,0
726046,-73.8208496,40.7522407,0
464283,-73.8930801,40.6257902,0
259651,-73.8042452,40.6668568,0
300481,-74.2300632,40.5077536,0
32705,-73.87108,40.687473,0
32150,-73.99576,40.749054,0
879474,-73.9112306,40.6730798,0
750864,-73.9146589,40.656213,0
301154,-73.9644717,40.7157321,0
692322,-73.8204183,40.7097865,0
882999,-73.7992317,40.6762244,0
14020,-73.93432,40.741028,1
269456,-73.9338333,40.691894,1
840335,-73.9970507,40.7089235,2
463491,-73.820378,40.6982587,0
870255,-73.8317333,40.8687708,0
550776,-73.9345761,40.7396752,0
396988,-73.9845604,40.7484375,0
816156,-73.8624444,40.7463582,1
979413,-74.0087909,40.7423751,0
395775,-73.9921418,40.7591044,0
278852,-73.7860479,40.7525381,0
794249,-73.8857144,40.8225547,0
784816,-73.9505022,40.6698646,0
802226,-73.9404817,40.7225802,1
441456,-73.8483417,40.8203634,2
338441,-73.9127866,40.6189456,0
95215,-73.8678032,40.8229893,0
445377,-73.999242,40.7595273,0
378899,-73.9242989,40.6283876,0
26499,-73.76346,40.745235,0
667986,-73.9834918,40.7105839,0
103962,-73.8906409,40.6739843,1
436950,-73.8417172,40.6707599,0
571479,-73.9647581,40.8017415,0
579273,-73.9010217,40.8476674,0
1005583,-74.0034711,40.7323735,1
408542,-73.9477883,40.5908519,0
296673,-73.931938,40.6480615,1
224406,-73.8645761,40.7309325,0
606139,-74.1010536,40.5791703,1
32858,-73.90754,40.845165,3
508430,-73.9254121,40.6702792,0
833548,-73.8812458,40.8827095,3
397969,-73.9757996,40.6235929,0
382263,-73.9588098,40.7599125,0
495646,-73.7801008,40.7204823,0
490584,-73.8703694,40.7334973,1
101032,-73.9870443,40.7251925,2
807724,-73.8334236,40.6933926,0
234375,-74.202785,40.5166242,0
123859,-73.9656926,40.7685442,0
80078,-73.7415777,40.6724944,0
334520,-74.0364276,40.631931,0
3668,-73.960526,40.775642,0
452557,-73.8261418,40.6661317,0
446811,-73.9501595,40.7955879,0
764175,-73.8549717,40.8352098,0
691836,-73.8877291,40.8082987,0
642526,-73.8958512,40.7402725,0
611416,-73.9110805,40.6369309,0
422607,-73.9760338,40.7236921,0
979035,-73.8018436,40.6749364,0
281602,-73.8184852,40.7161366,1
627358,-73.898342,40.6451657,0
657711,-73.7752966,40.5928563,3
868659,-73.8456312,40.8222646,2
6172,-73.94736,40.58851,1
493432,-73.8743853,40.8790546,0
381599,-73.8873109,40.6541418,1
844823,-73.9410038,40.7392101,1
435437,-73.9851131,40.7137878,0
319084,-73.7896321,40.7090732,0
297833,-73.8852968,40.8425367,1
398991,-73.89028,40.820139,1
1572,-73.94817,40.722652,2
408154,-73.9867496,40.7195932,0
692005,-73.795217,40.7386008,0
610865,-73.7857391,40.6723848,1
472347,-74.0367593,40.6384411,1
