,LONGITUDE,LATITUDE,NUMBER_OF_PERSONS_INJURED
636887,-73.933443,40.7143843,0
513526,-73.9251435,40.8100528,0
501064,-74.1122528,40.6347476,0
507229,-73.84001,40.7638895,0
269107,-73.823484,40.764651,0
257664,-73.9470933,40.7227739,0
356371,-73.9433019,40.7606579,0
997888,-73.9845106,40.7607944,0
695077,-73.82589,40.7166559,2
558727,-74.0216122,40.6387712,2
297310,-73.9783672,40.6484694,0
521250,-73.9618804,40.6548824,1
387983,-74.004927,40.7570213,0
731287,-73.928495,40.7368692,0
936667,-73.8927242,40.8827015,0
661406,-73.7657842,40.7264469,0
418772,-73.7667546,40.6674319,1
225038,-73.8341825,40.7086711,0
335508,-74.0104913,40.6552752,0
923225,-74.0101034,40.7353072,0
239376,-74.0093484,40.7289889,0
865253,-73.8485575,40.6630553,1
956393,-73.9819897,40.76546,0
591004,-73.7918854,40.7393734,0
853649,-73.8903603,40.8666127,0
262449,-73.9964084,40.7583388,0
813713,-73.9110445,40.7422752,0
623037,-73.8857144,40.8225547,0
227825,-73.8738137,40.7309373,0
342621,-73.7689429,40.7798934,0
584673,-73.7208111,40.7646586,0
642530,-73.9914004,40.7703138,0
688454,-73.7433292,40.7542629,0
249261,-73.9132781,40.831187,1
246598,-73.8552926,40.7025952,1
532431,-73.7338404,40.6754631,0
577181,-73.8885493,40.823239,0
740603,-73.9391006,40.7522294,0
394062,-73.9003282,40.7267009,0
645432,-73.8820542,40.7124548,0
403925,-73.9618804,40.6548824,0
915358,-73.9910308,40.6998478,0
246949,-73.7267962,40.7408436,0
262571,-73.9538878,40.7002122,0
305346,-73.7789705,40.7623491,0
253642,-73.9404817,40.7225802,0
334974,-73.9381463,40.8005088,0
217980,-73.8871762,40.7670545,0
741175,-73.8563019,40.7363231,0
341605,-74.0115051,40.7029601,0
409673,-73.7229334,40.7608547,0
465800,-74.0027863,40.7495913,0
892543,-73.9968524,40.7577322,0
621313,-73.9606243,40.5908625,0
446930,-73.9381463,40.8005088,1
220631,-73.8366945,40.7816495,0
404270,-73.9942888,40.6418069,0
976496,-74.0130478,40.7164532,0
829551,-73.9174785,40.7705924,1
562112,-73.9651434,40.7142885,0
355247,-73.731672,40.769085,0
726133,-73.8411542,40.7419723,0
472560,-73.9367462,40.7901567,0
918324,-73.726718,40.6927264,0
438172,-73.8319573,40.7629537,0
767400,-74.1180345,40.5771697,1
320099,-74.1236225,40.5738288,0
787542,-73.9390768,40.8216382,0
900170,-74.1323057,40.6124385,1
336254,-73.8432681,40.6750576,0
654379,-73.8859509,40.8805075,0
505441,-73.952058,40.7872227,0
357654,-73.9040958,40.7210307,0
718229,-73.9982402,40.6959999,0
965415,-73.9370755,40.6646429,1
229822,-73.7487403,40.7584639,6
563718,-73.9337309,40.8493212,1
488867,-73.9462797,40.7922458,0
825576,-73.731984,40.7193506,0
621471,-73.9828508,40.7158845,1
603510,-73.983731,40.7604566,0
647278,-73.9586905,40.7019514,1
797657,-73.7957825,40.7336225,0
897493,-73.9050917,40.7107551,0
441261,-73.8623119,40.7301174,0
529943,-73.9339378,40.7428752,0
816726,-73.9805279,40.7648422,0
331010,-73.8916526,40.7014275,0
631271,-73.774355,40.74989,1
897989,-73.7617381,40.6660712,0
415874,-73.8226305,40.6649186,0
281557,-73.8502469,40.6849783,0
991139,-73.8868423,40.8432985,0
689692,-73.9010787,40.8627551,0
274407,-73.9339856,40.6982647,0
272553,-73.9470478,40.780065,0
935154,-73.9535811,40.7107162,0
576780,-73.9311201,40.6687978,1
314541,-73.9010788,40.7339148,0
666494,-73.9828775,40.7667145,0
568222,-73.8911267,40.8600618,0
333700,-73.8320112,40.7179035,0
608002,-73.9637866,40.5842549,0
237016,-73.8379084,40.842052,0
406937,-74.0974763,40.587298,0
967238,-73.9422047,40.7842026,0
486938,-73.985984,40.7007513,0
789319,-74.0071393,40.7538318,0
357773,-73.9932914,40.7422352,1
812288,-73.9083783,40.8756831,0
266117,-73.7417243,40.7554843,0
469459,-73.9640111,40.773734,0
907679,-73.8442543,40.6787891,0
698770,-73.9563531,40.7025105,0
747069,-73.9947504,40.7278198,0
647011,-73.9775324,40.6981167,0
253506,-74.013556,40.7144796,0
321570,-73.8444121,40.8305987,0
642538,-73.9422999,40.8172264,0
335140,-73.9471449,40.6759427,0
284250,-73.9561651,40.653777,3
779185,-73.8964115,40.9045032,0
645972,-73.9901807,40.619132,0
406153,-73.9610774,40.8018007,0
325387,-73.8687699,40.6994224,0
245691,-73.9967698,40.6690107,0
521599,-73.9269272,40.7154014,0
587667,-73.9712634,40.7511221,0
743667,-73.8715644,40.7312781,0
685207,-73.9807412,40.7012765,0
614315,-73.8989268,40.7562991,4
448696,-73.9373965,40.7489156,0
300971,-73.7130169,40.759716,0
305041,-73.96353,40.6765475,0
403876,-73.9949534,40.7158555,3
825319,-73.8703694,40.7334973,0
420386,-73.8193769,40.7163152,0
219706,-73.9122042,40.7193903,0
222817,-74.022639,40.6294862,0
608877,-73.9722023,40.749824,1
454665,-73.9054924,40.680036,0
347004,-73.9533642,40.6753855,0
612347,-74.0055664,40.633084,0
753698,-73.8804502,40.7698899,1
219864,-73.9728508,40.7616156,1
420059,-74.0196014,40.6397084,0
287948,-73.7271064,40.7019193,0
667991,-73.9131379,40.6866514,2
262900,-73.8615615,40.8655497,1
402568,-73.918923,40.753636,0
597992,-73.978388,40.6844232,0
674049,-73.863351,40.7342506,1
601320,-73.8425678,40.7243088,0
734674,-73.9742167,40.5901115,0
770807,-73.8156998,40.884735,0
652569,-73.8234675,40.7300177,0
671065,-73.8996069,40.7408961,0
230508,-74.1668892,40.5604755,0
794887,-73.7431647,40.7545534,0
708201,-73.9847429,40.7395116,0
1006016,-73.8542786,40.7369178,0
306885,-73.9758293,40.7604196,0
832087,-73.9729096,40.5993145,0
473365,-73.8176099,40.7397355,0
301169,-74.1267543,40.5644437,0
671530,-73.9623122,40.7197689,0
289493,-73.7699963,40.6672401,1
329609,-73.9340367,40.8373174,0
600735,-73.8105512,40.6663322,2
889035,-73.9622533,40.6983238,0
955500,-73.9400388,40.756487,0
747450,-73.9229549,40.8439815,1
371587,-73.894168,40.8995403,0
384697,-73.9992169,40.672888,0
552281,-73.9555418,40.7075935,1
959027,-73.9167529,40.8323232,0
281661,-73.9976793,40.7514385,0
558848,-73.9352238,40.6969863,1
242502,-73.9229175,40.6922138,3
255261,-73.993201,40.6025344,0
762771,-73.8984829,40.725561,0
404375,-73.9305736,40.5854376,0
401844,-73.8990319,40.83933,0
260903,-74.0221984,40.6372129,0
791711,-73.9503276,40.6042421,0
823678,-73.8800407,40.8952213,0
651899,-73.9809032,40.6965588,1
467806,-73.9746902,40.6802669,0
590240,-73.7375377,40.7684013,0
622562,-73.8960971,40.7006658,0
684056,-73.9661291,40.7621793,0
657521,-73.9481865,40.6902407,0
913054,-74.006299,40.7225499,0
728424,-73.8960717,40.7432113,0
355099,-73.9478407,40.8096398,0
866795,-73.8921191,40.8187987,0
755387,-74.0026387,40.7601586,0
915414,-73.8124514,40.5905021,0
710075,-73.8172364,40.7045335,0
521183,-73.8462052,40.7426584,0
555328,-73.9344282,40.8142347,0
76486,-73.8527015,40.882855,1
932484,-73.7354311,40.6726912,0
616654,-73.8453362,40.7385757,1
259586,-74.0031544,40.6781225,0
305722,-74.1230933,40.5679665,0
862032,-73.8473642,40.7391551,0
635978,-73.7413611,40.7013993,0
506990,-73.7594419,40.7210636,0
549488,-73.9518505,40.8245097,0
240101,-73.920574,40.7328913,1
606210,-73.9718684,40.7629631,0
635627,-73.9481706,40.7246381,1
645074,-73.8732802,40.8380117,0
210577,-73.9581296,40.7106796,0
398985,-73.8150097,40.7652608,1
447679,-73.8609067,40.6545382,0
416876,-73.7442823,40.7653588,0
494771,-73.8184852,40.7161366,0
479077,-73.9315261,40.6350071,0
559890,-73.9555926,40.6692298,0
762904,-73.9524886,40.6950048,1
367358,-74.0163251,40.6316166,1
250985,-73.9364674,40.6900894,0
856380,-73.9292693,40.7275681,0
216331,-73.9791775,40.684739,0
391233,-73.7991783,40.7381399,0
733713,-73.8265417,40.7604644,0
875179,-73.9527619,40.823264,0
342336,-73.9985813,40.7642812,0
868693,-73.8072874,40.7080611,0
674966,-73.8211022,40.6958225,0
367056,-73.9750141,40.7876856,1
228191,-73.9165922,40.8308382,0
566106,-73.9565498,40.7105088,0
473337,-73.9103665,40.6373915,0
486218,-73.9196603,40.6420782,1
558238,-73.8705722,40.733116,0
520255,-73.8059142,40.7027449,0
884297,-73.9194827,40.7624498,0
303735,-73.9207688,40.7676492,0
726838,-73.8028755,40.7497658,0
912234,-73.8164536,40.7142298,0
1001553,-73.9623778,40.6099861,4
221398,-73.942071,40.8228913,0
392504,-73.9781533,40.751453,1
260355,-73.9623778,40.6099861,0
819294,-73.9983142,40.7608228,2
321511,-73.8383218,40.8288212,0
643635,-73.8916346,40.8744774,0
803153,-73.9866608,40.7666162,0
327278,-73.8491906,40.7381972,0
676288,-74.0199675,40.637448,3
312824,-73.9273251,40.7474852,0
487579,-73.9770181,40.7138769,0
461134,-74.0323672,40.606592,0
410803,-73.7749041,40.7178368,0
878012,-73.8515828,40.7063465,0
361356,-73.7395512,40.6652573,0
400218,-73.7982613,40.7538941,0
308702,-73.9084118,40.8513185,0
895212,-73.8990725,40.7434867,0
254056,-73.9896203,40.7014547,0
789391,-73.9778748,40.7530997,0
900899,-73.8789304,40.7104835,0
984084,-74.0021087,40.6769316,3
749186,-73.983365,40.7660449,0
929945,-73.8596365,40.7104205,4
681663,-73.7388887,40.7175302,0
581272,-73.9857652,40.7177239,0
379851,-73.9342041,40.5863397,1
488545,-73.7280965,40.711037,1
809293,-73.9815125,40.7678891,1
455004,-73.7433292,40.7542629,0
616217,-73.7465393,40.7560994,0
344288,-73.9472285,40.6750535,0
396422,-73.7958828,40.724414,0
637296,-73.974254,40.8006046,0
424719,-73.9158584,40.8338376,0
715348,-73.9553364,40.7827364,1
624031,-73.9958483,40.7680332,0
990056,-73.8906752,40.820189,0
367670,-73.7637003,40.7328639,2
809075,-73.9907554,40.7348379,0
819587,-73.9036434,40.6571375,0
419702,-73.8675568,40.7416789,0
359761,-73.9717827,40.794651,0
844665,-73.9689357,40.7583292,0
437195,-73.9378751,40.5858421,0
997425,-74.1565458,40.6145627,0
904401,-74.006299,40.7225499,6
731089,-73.9605992,40.7614858,0
688543,-73.979056,40.750218,0
341965,-73.9302808,40.6233794,1
726477,-74.0984395,40.5812422,0
843025,-73.8123904,40.738609,1
775790,-73.9514043,40.5993815,0
328952,-73.9598908,40.7030333,0
312487,-73.9543321,40.7626784,0
812463,-73.8714426,40.8479686,0
383900,-73.8733028,40.7487586,0
904542,-73.7939596,40.7058257,1
965066,-73.9942525,40.7284127,1
454632,-74.0760061,40.6059516,1
632431,-74.0057798,40.7256734,0
594265,-73.9422288,40.7118008,0
478589,-73.8509652,40.6717192,2
955043,-73.8250104,40.687951,0
929966,-73.9117909,40.6364648,0
796688,-73.96034,40.8193791,0
946714,-73.8045285,40.7214619,0
260317,-73.9492858,40.6481418,2
444531,-73.7773986,40.7582074,0
1005756,-73.7693497,40.7602845,0
377991,-74.0065289,40.7495527,0
906129,-74.0111551,40.6374039,0
447881,-73.99911,40.6915381,2
719041,-73.8457263,40.7412355,2
384733,-73.9604981,40.700791,3
680633,-73.976047,40.757233,0
314135,-73.9003018,40.7539919,1
663406,-73.8803769,40.8691937,0
673838,-73.8600383,40.7149333,0
788826,-73.9794708,40.7274668,1
